,Ngành,Total-M,YOY,Total-YOY,YTD-YOY,Date,Month,PreMonth,MOM
1607,Sản phẩm từ sắt thép,470,5.353961211545183,4808.097613,18.76182304070791,2021-11-29,2021-11,2021-10,11.904761904761912
1608,Kim loại thường khác,692.4418142752091,28.03840947607651,7833.312325275209,45.350454141859586,2021-11-29,2021-11,2021-10,-0.5371889935092895
1609,SP từ kim loại thường khác,165,18.82920907516099,1533.786541,20.332322237968242,2021-11-29,2021-11,2021-10,17.85714285714286
1610,"Điện tử, máy tính và linh kiện",7500,19.039257371174017,67848.02708,17.837789348645373,2021-11-29,2021-11,2021-10,20.967741935483872
1611,Hàng điện gia dụng và linh kiện,140,-3.235942821040396,1883.559266,4.067264098721779,2021-11-29,2021-11,2021-10,40.0
1612,Điện thoại và linh kiện,2200,10.886712135910841,19013.904642,30.54245732281325,2021-11-29,2021-11,2021-10,15.789473684210535
1613,"Máy ảnh, máy quay phim và linh kiện",350,46.69121841780503,2073.408187,-7.775064335923801,2021-11-29,2021-11,2021-10,94.44444444444443
1614,"Máy móc thiết bị, dụng cụ PT khác",3700,8.540862572732905,42091.925672,27.05473384585686,2021-11-29,2021-11,2021-10,5.714285714285722
1615,Dây điện và cáp điện,230,6.285446340764224,2210.036131,21.448634210823897,2021-11-29,2021-11,2021-10,27.77777777777777
1616,Ô tô,654.9076126709863,-6.688791580668678,7624.290073670986,38.135238508861164,2021-11-29,2021-11,2021-10,-3.8880758438528034
1617,Trong đó: Nguyên chiếc(*),304.90761267098634,11.037288151173371,3199.4400186709863,56.758292055614874,2021-11-29,2021-11,2021-10,-10.6893030939803
1618,TỔNG TRỊ GIÁ,26200,8.089827524742205,269383.234442,28.204502404919197,2021-10-29,2021-10,2021-09,-1.1320754716981156
1619,Khu vực kinh tế trong nước,8600,2.323013010246754,92500.94436699999,22.74418109987934,2021-10-29,2021-10,2021-09,2.9940119760479007
1620,Khu vực có vốn đầu tư NN,17600,11.150811704016661,176882.290075,31.25805255310351,2021-10-29,2021-10,2021-09,-3.030303030303031
1621,Thủy sản,140,-2.196099266069055,1619.695915,11.659620377869658,2021-10-29,2021-10,2021-09,-6.666666666666671
1622,Sữa và sản phẩm sữa,90,56.85001393438097,1000.97702,12.143380079587573,2021-10-29,2021-10,2021-09,-5.26315789473685
1623,Rau quả,130,17.300604852448103,1200.758393,14.64374905687498,2021-10-29,2021-10,2021-09,0.0
1624,Hạt điều,244.93270974275876,117.74718298444631,3921.2615087427585,167.68588478356418,2021-10-29,2021-10,2021-09,-15.004467621437115
1625,Ngô,209.58652452042057,-23.9578165870941,2381.2887125204206,19.944641521452183,2021-10-29,2021-10,2021-09,-1.94497088885241
1626,Thức ăn gia súc và NPL,410,28.854092291731035,4155.560345,29.5880665804755,2021-10-29,2021-10,2021-09,2.499999999999986
1627,Quặng và khoáng sản khác,305.80183307825877,50.21630260362184,3501.938283078259,138.9938225251425,2021-10-29,2021-10,2021-09,-0.5080201686589731
1628,Than đá,398.7352666406486,69.94102014266477,3489.4308836406485,6.839228414333249,2021-10-29,2021-10,2021-09,44.37449958957902
1629,Dầu thô,299.41724567707166,2.2967585121363925,3830.0361896770714,19.327850182891694,2021-10-29,2021-10,2021-09,65.02222995534245
1630,Xăng dầu,247.32055484809896,39.91809155370257,3173.4932188480993,16.935052137171297,2021-10-29,2021-10,2021-09,41.92266547369192
1631,Hóa chất,600,41.39250502838877,6157.211247,54.20671100715276,2021-10-29,2021-10,2021-09,7.142857142857139
1632,Sản phẩm hoá chất,700,42.840505144917074,6449.544149,41.38529157929352,2021-10-29,2021-10,2021-09,-5.4054054054054035
1633,Tân dược,580,82.28425007445526,3043.381706,12.503520340004258,2021-10-29,2021-10,2021-09,28.888888888888886
1634,Phân bón,114.34940951165017,73.48624543824425,1113.9585955116502,42.53946305794747,2021-10-29,2021-10,2021-09,1.2703801454169792
1635,Chất dẻo,802.0017067318494,10.620163541998195,9664.13508573185,43.848657456455214,2021-10-29,2021-10,2021-09,-4.482605268354092
1636,Sản phẩm chất dẻo,650,-4.167414725998327,6585.828731,11.918150059243771,2021-10-29,2021-10,2021-09,0.0
1637,Cao su,244.8784580684394,53.606603301686704,2274.619760068439,115.88846196714718,2021-10-29,2021-10,2021-09,-8.695360831705187
1638,Gỗ và sản phẩm gỗ,240,-3.6241658581202643,2520.115456,25.853785413118956,2021-10-29,2021-10,2021-09,0.0
1639,Giấy các loại,140.18047787789817,-6.480253312162091,1752.102342877898,29.40933966908713,2021-10-29,2021-10,2021-09,-18.8510914695526
1640,Bông,256.4844287386333,82.12818171323414,2712.524678738633,41.86660498475945,2021-10-29,2021-10,2021-09,-25.228484056948346
1641,Sợi dệt,176.94591562618237,2.5821937864066484,2066.8890766261825,28.437085858151505,2021-10-29,2021-10,2021-09,-9.289953297099473
1642,Vải,1050,-4.869308908444438,11564.794035,21.327947892703065,2021-10-29,2021-10,2021-09,5.0
1643,"Nguyên PL dệt, may, giày dép",450,-14.8290738088199,5200.674498,19.66782384265629,2021-10-29,2021-10,2021-09,2.2727272727272663
1644,Thủy tinh và các SP từ thủy tinh,100,-27.64097000695051,1220.572268,8.193592901983052,2021-10-29,2021-10,2021-09,-25.925925925925924
1645,Phế liệu sắt thép,149.26972796029804,-12.52906239340362,2253.138229960298,78.6825882123922,2021-10-29,2021-10,2021-09,-21.66245938497825
1646,Sắt thép,993.0869775465063,67.36537064469309,9663.147642546508,45.360597581414254,2021-10-29,2021-10,2021-09,-3.333488062938798
1647,Sản phẩm từ sắt thép,420,-2.804936598364222,4337.732699,20.412097647103195,2021-10-29,2021-10,2021-09,-8.695652173913047
1648,Kim loại thường khác,696.1816253413772,27.542455503949512,7207.298575341377,48.65156975578998,2021-10-29,2021-10,2021-09,-0.6518259295327766
1649,SP từ kim loại thường khác,140,12.484971304802599,1393.560119,22.697299434747947,2021-10-29,2021-10,2021-09,-22.222222222222214
1650,"Điện tử, máy tính và linh kiện",6200,0.08469360485152322,59984.297614,16.980822345588066,2021-10-29,2021-10,2021-09,-9.489051094890513
1651,Hàng điện gia dụng và linh kiện,100,-20.689686294874832,1751.483442,5.177634832631213,2021-10-29,2021-10,2021-09,-9.090909090909093
1652,Điện thoại và linh kiện,1900,-2.3506174277179213,16700.424940999997,32.740097606527485,2021-10-29,2021-10,2021-09,0.0
1653,"Máy ảnh, máy quay phim và linh kiện",180,-28.26745679584789,1735.696371,-13.630247146188637,2021-10-29,2021-10,2021-09,-10.0
1654,"Máy móc thiết bị, dụng cụ PT khác",3500,6.34897016526557,38334.699373,28.985697434398816,2021-10-29,2021-10,2021-09,-10.256410256410248
1655,Dây điện và cáp điện,180,-11.188474063847082,1969.243514,22.822042514373365,2021-10-29,2021-10,2021-09,-10.0
1656,Ô tô,681.4010003659876,0.5505468393010631,6936.223155365988,43.977159231960826,2021-10-29,2021-10,2021-09,40.42387366414607
1657,Trong đó: Nguyên chiếc(*),341.40100036598756,21.89011584200142,2887.7589213659876,63.48247020299874,2021-10-29,2021-10,2021-09,113.04828124420499
1658,TỔNG TRỊ GIÁ,26500,9.515490752715067,242654.886143,30.543241220849154,2021-09-29,2021-09,2021-08,-3.6363636363636402
1659,Khu vực kinh tế trong nước,8350,3.259972141025912,83722.231914,25.040669768062457,2021-09-29,2021-09,2021-08,-13.47150259067358
1660,Khu vực có vốn đầu tư NN,18150,12.65522211650017,158932.654229,33.64124960277343,2021-09-29,2021-09,2021-08,1.680672268907557
1661,Thủy sản,150,-7.499619438017632,1493.767581,14.252909868237083,2021-09-29,2021-09,2021-08,-11.764705882352942
1662,Sữa và sản phẩm sữa,95,28.444898950099514,921.350279,10.313983398456344,2021-09-29,2021-09,2021-08,0.0
1663,Rau quả,130,10.876166409807794,1075.636479,14.850206343724778,2021-09-29,2021-09,2021-08,4.0
1664,Hạt điều,288.1712754640435,81.40125898226768,3610.2244354640434,166.95156516173677,2021-09-29,2021-09,2021-08,-4.036247840473365
1665,Ngô,213.74377879471078,-19.680792146560677,2124.1050397947106,24.238147589944404,2021-09-29,2021-09,2021-08,150.123697999335
1666,Thức ăn gia súc và NPL,400,15.230707822109068,3726.243537,29.000181958339454,2021-09-29,2021-09,2021-08,-24.52830188679245
1667,Quặng và khoáng sản khác,307.36330063654833,31.432197996096278,3231.8641666365484,156.14958752013297,2021-09-29,2021-09,2021-08,-26.635836431323483
1668,Than đá,276.1812285231494,6.959739330751248,3032.7889955231494,0.04495638171692917,2021-09-29,2021-09,2021-08,-42.24812556703702
1669,Dầu thô,181.44055243835848,-32.20688180316348,3421.7772464383584,17.30546468574552,2021-09-29,2021-09,2021-08,-43.74787496487782
1670,Xăng dầu,174.2643107939264,6.210101943467208,2857.0938677939266,12.6111227419577,2021-09-29,2021-09,2021-08,-8.683011588977578
1671,Hóa chất,560,35.90562821900974,5574.734222,56.22157893102798,2021-09-29,2021-09,2021-08,-3.448275862068968
1672,Sản phẩm hoá chất,740,40.64055993583432,5776.184532,41.86443734441298,2021-09-29,2021-09,2021-08,-1.3333333333333286
1673,Tân dược,450,68.7453474798383,2473.149491,3.6108844099596666,2021-09-29,2021-09,2021-08,45.16129032258064
1674,Phân bón,112.91496027510969,63.48280401088428,1022.2565552751097,42.853819892393375,2021-09-29,2021-09,2021-08,0.6395945011758073
1675,Chất dẻo,839.639427964986,14.894867049295144,8886.114671964986,48.26844738210656,2021-09-29,2021-09,2021-08,-16.30833955439273
1676,Sản phẩm chất dẻo,650,-7.6490589050518025,5950.867212,14.302624492936872,2021-09-29,2021-09,2021-08,-10.958904109589042
1677,Cao su,268.1993601848355,95.61610868862124,2067.0531401848352,131.16498822029777,2021-09-29,2021-09,2021-08,-5.753936695537561
1678,Gỗ và sản phẩm gỗ,240,8.61281522606852,2303.944307,31.399404688249177,2021-09-29,2021-09,2021-08,-11.111111111111114
1679,Giấy các loại,172.7447484094033,26.674641759934588,1646.322234409403,36.734474215444635,2021-09-29,2021-09,2021-08,-6.205879920192672
1680,Bông,343.02424593608606,117.362299222417,2469.720009936086,39.437789599733975,2021-09-29,2021-09,2021-08,21.15698481659487
1681,Sợi dệt,195.0676050313668,16.52777230235958,1928.7579350313667,34.24263247387563,2021-09-29,2021-09,2021-08,-1.8843918593213829
1682,Vải,1000,-89.81554292239741,10524.957572,14.200772381920174,2021-09-29,2021-09,2021-08,0.0
1683,"Nguyên PL dệt, may, giày dép",440,-5.566838720595669,4752.489458,24.489707450010684,2021-09-29,2021-09,2021-08,-6.38297872340425
1684,Thủy tinh và các SP từ thủy tinh,135,5.885240493970187,1155.93781,16.768762350709792,2021-09-29,2021-09,2021-08,-3.5714285714285694
1685,Phế liệu sắt thép,190.54686525565313,47.19318052443529,2137.0307512556533,96.00000069480893,2021-09-29,2021-09,2021-08,-5.35310152693998
1686,Sắt thép,1027.3330004842808,63.024784705342086,8754.03620348428,44.591017603023545,2021-09-29,2021-09,2021-08,3.655703472440436
1687,Sản phẩm từ sắt thép,460,-0.7285612893812896,3909.599825,23.32012424052641,2021-09-29,2021-09,2021-08,-6.122448979591837
1688,Kim loại thường khác,700.7492909206148,34.76472344424059,6543.317534920615,52.07793840492306,2021-09-29,2021-09,2021-08,-11.520247642203913
1689,SP từ kim loại thường khác,180,41.000869763865154,1291.850353,27.740325431850394,2021-09-29,2021-09,2021-08,16.129032258064527
1690,"Điện tử, máy tính và linh kiện",6850,8.275709833044957,53689.168211,19.09150545862026,2021-09-29,2021-09,2021-08,8.73015873015872
1691,Hàng điện gia dụng và linh kiện,110,-13.966856012841973,1675.804315,8.876772170209208,2021-09-29,2021-09,2021-08,-15.384615384615387
1692,Điện thoại và linh kiện,1900,1.6460607480823626,14487.790241,36.22029315470607,2021-09-29,2021-09,2021-08,5.555555555555557
1693,"Máy ảnh, máy quay phim và linh kiện",200,-20.468315958941048,1575.020696,-10.44298123996903,2021-09-29,2021-09,2021-08,11.111111111111114
1694,"Máy móc thiết bị, dụng cụ PT khác",3900,13.907403315470532,35063.863158,32.67160267153591,2021-09-29,2021-09,2021-08,-2.5
1695,Dây điện và cáp điện,200,-0.8319077382910223,1781.886302,27.218136513459257,2021-09-29,2021-09,2021-08,
1696,Ô tô,485.2458364705882,-24.60548149769653,6213.007027470588,50.075690200340034,2021-09-29,2021-09,2021-08,-14.24151301632628
1697,Trong đó: Nguyên chiếc(*),160.24583647058822,-37.67184630753398,2511.600370470588,68.98185604621403,2021-09-29,2021-09,2021-08,-25.753112369035733
1698,TỔNG TRỊ GIÁ,27500,21.162525202271155,216264.773424,33.75821342634279,2021-08-29,2021-08,2021-07,-4.181184668989545
1699,Khu vực kinh tế trong nước,9650,24.118663435954304,76053,29.187924932426256,2021-08-29,2021-08,2021-07,-6.310679611650485
1700,Khu vực có vốn đầu tư NN,17850,19.622283668650198,140212.33964299998,36.37509235914058,2021-08-29,2021-08,2021-07,-2.9891304347826093
1701,Thủy sản,170,12.29985276168128,1366.315468,19.301728036585075,2021-08-29,2021-08,2021-07,6.25
1702,Sữa và sản phẩm sữa,95,2.3279875684636124,839.06253,10.222333998110116,2021-08-29,2021-08,2021-07,-13.63636363636364
1703,Rau quả,125,22.12804423935009,953.780596,16.412939190631334,2021-08-29,2021-08,2021-07,-3.8461538461538396
1704,Hạt điều,300.2917966202469,49.42534464307266,3347.5385366202468,180.4735697863208,2021-08-29,2021-08,2021-07,-25.015801876530332
1705,Ngô,85.45522895446678,-65.65761644191218,1853.5979869544667,28.40228209857031,2021-08-29,2021-08,2021-07,-73.68437285126366
1706,Thức ăn gia súc và NPL,530,31.815225177810277,3463.665709,36.288217245888546,2021-08-29,2021-08,2021-07,39.4736842105263
1707,Quặng và khoáng sản khác,418.95563949124045,150.19493652111717,3010.2087784912405,192.8638120855561,2021-08-29,2021-08,2021-07,40.49869275756643
1708,Than đá,478.2203716066984,57.154308311491434,2724.2773546066983,-1.7646793944920773,2021-08-29,2021-08,2021-07,38.611154794952
1709,Dầu thô,322.54879673447414,17.930113324725937,3193.9272897344745,20.555507821727474,2021-08-29,2021-08,2021-07,-44.6057012618374
1710,Xăng dầu,190.83449183579495,-12.965172332384455,2721.153091835795,14.668637532344391,2021-08-29,2021-08,2021-07,-48.86304734398905
1711,Hóa chất,580,45.53337180332372,5027.57979,59.28065605001848,2021-08-29,2021-08,2021-07,-10.76923076923076
1712,Sản phẩm hoá chất,750,62.243936965167336,5066.61375,42.904326033647834,2021-08-29,2021-08,2021-07,25.0
1713,Tân dược,310,23.853477867785017,2016.799937,-4.880720818711964,2021-08-29,2021-08,2021-07,29.166666666666686
1714,Phân bón,112.1973521801009,90.7060691362885,914.8825211801009,41.50705710755324,2021-08-29,2021-08,2021-07,-32.66105264181783
1715,Chất dẻo,1003.2533988385651,48.821370165264,8100.049174838565,53.9210100653448,2021-08-29,2021-08,2021-07,-4.036263386001551
1716,Sản phẩm chất dẻo,730,15.323324500988463,5326.785442,18.309869816532313,2021-08-29,2021-08,2021-07,12.307692307692307
1717,Cao su,284.5735416220155,137.56780546915533,1834.7649396220154,142.3460953082503,2021-08-29,2021-08,2021-07,14.60552450014923
1718,Gỗ và sản phẩm gỗ,270,18.98068926227174,2098.103474,36.91422582730618,2021-08-29,2021-08,2021-07,-10.0
1719,Giấy các loại,184.1743898897059,46.05637047516055,1492.2897448897058,39.77202748318018,2021-08-29,2021-08,2021-07,-0.09008456199146053
1720,Bông,283.12378890523695,64.36511211480754,2141.896549905237,32.75782688003258,2021-08-29,2021-08,2021-07,12.652945302086664
1721,Sợi dệt,198.8140406281516,29.168178532426197,1756.4703796281515,38.37340189088451,2021-08-29,2021-08,2021-07,-13.497020844351653
1722,Vải,1000,9.643967496743173,9519.344383,27.84140858271998,2021-08-29,2021-08,2021-07,-28.57142857142857
1723,"Nguyên PL dệt, may, giày dép",470,10.059642139668568,4339.132165999999,29.463024155565222,2021-08-29,2021-08,2021-07,-18.965517241379317
1724,Thủy tinh và các SP từ thủy tinh,140,26.42765266075844,1038.654968,20.43200069796309,2021-08-29,2021-08,2021-07,27.272727272727266
1725,Phế liệu sắt thép,201.32394017104508,20.354050733682683,1964.175289171045,104.41672090773801,2021-08-29,2021-08,2021-07,-44.62084429274152
1726,Sắt thép,991.1012766966787,51.760350221197854,7785.685898696679,43.536822929479115,2021-08-29,2021-08,2021-07,1.9194785415187
1727,Sản phẩm từ sắt thép,490,23.466752698971874,3501.817088,29.36587869142349,2021-08-29,2021-08,2021-07,-3.9215686274509807
1728,Kim loại thường khác,791.9883049479067,56.712376407123884,5948.964561947907,57.270664822731476,2021-08-29,2021-08,2021-07,1.783614452675053
1729,SP từ kim loại thường khác,155,29.657921080954253,1104.453697,24.98755215512392,2021-08-29,2021-08,2021-07,3.333333333333343
1730,"Điện tử, máy tính và linh kiện",6300,4.523116417040754,46180.896032,19.158547911721826,2021-08-29,2021-08,2021-07,8.620689655172413
1731,Hàng điện gia dụng và linh kiện,130,0.6668614286503072,1579.184833,11.894367531058066,2021-08-29,2021-08,2021-07,-10.34482758620689
1732,Điện thoại và linh kiện,1800,11.374779213422045,12510.494424,42.7107707374648,2021-08-29,2021-08,2021-07,12.5
1733,"Máy ảnh, máy quay phim và linh kiện",180,-18.514016535298737,1389.813557,-7.788815171711633,2021-08-29,2021-08,2021-07,-21.73913043478261
1734,"Máy móc thiết bị, dụng cụ PT khác",4000,25.624592006068212,31174.232562,35.50932418480798,2021-08-29,2021-08,2021-07,-4.761904761904773
1735,SP nội thất từ chất liệu khác gỗ,210,16.694243461300644,1584.129361,32.12346730777702,2021-08-29,2021-08,2021-07,
